di,dj,DVcap_nd,Tmax_nd,DVcap_true_mps,Tmax_true_days,edges_kept,direct_pairs,lcc_size,lcc_full,budget_pairs,hc_winner,hc_tie_size,bw_winner,bw_tie_size,str_winner,str_tie_size,n_articulation_points
13,5,0.1125,1.1781,230.2104,10.2456,98,49,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
13,6,0.1125,1.27627,230.2104,11.0994,102,51,12,0,65.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,7,0.1125,1.37445,230.2104,11.9532,104,52,12,0,65.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,8,0.1125,1.47262,230.2104,12.8070,106,53,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,9,0.1125,1.5708,230.2104,13.6608,110,55,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,10,0.1125,1.66897,230.2104,14.5146,110,55,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,11,0.1125,1.76715,230.2104,15.3684,110,55,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,12,0.1125,1.86532,230.2104,16.2222,112,56,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,13,0.1125,1.9635,230.2104,17.0760,112,56,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,14,0.1125,2.06167,230.2104,17.9298,112,56,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,15,0.1125,2.15984,230.2104,18.7836,112,56,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,16,0.1125,2.25802,230.2104,19.6374,112,56,12,0,66.0,Cyc32,1,Cyc32,1,Cyc32,1,0
13,17,0.1125,2.35619,230.2104,20.4912,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,18,0.1125,2.45437,230.2104,21.3450,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,19,0.1125,2.55254,230.2104,22.1988,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,20,0.1125,2.65072,230.2104,23.0527,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,21,0.1125,2.74889,230.2104,23.9065,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,22,0.1125,2.84707,230.2104,24.7603,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,23,0.1125,2.94524,230.2104,25.6141,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,24,0.1125,3.04342,230.2104,26.4679,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
13,25,0.1125,3.14159,230.2104,27.3217,114,57,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
14,1,0.119792,0.785398,245.1314,6.8304,98,49,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
14,2,0.119792,0.883573,245.1314,7.6842,98,49,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
14,3,0.119792,0.981748,245.1314,8.5380,100,50,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
14,4,0.119792,1.07992,245.1314,9.3918,100,50,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
14,5,0.119792,1.1781,245.1314,10.2456,104,52,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
14,6,0.119792,1.27627,245.1314,11.0994,104,52,12,0,65.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,7,0.119792,1.37445,245.1314,11.9532,110,55,13,1,68.0,Cyc32,1,Cyc32,1,Cyc32,1,1
14,8,0.119792,1.47262,245.1314,12.8070,110,55,13,1,72.0,Cyc32,1,Cyc32,1,Cyc32,1,1
14,9,0.119792,1.5708,245.1314,13.6608,116,58,13,1,73.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,10,0.119792,1.66897,245.1314,14.5146,116,58,13,1,74.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,11,0.119792,1.76715,245.1314,15.3684,116,58,13,1,74.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,12,0.119792,1.86532,245.1314,16.2222,116,58,13,1,74.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,13,0.119792,1.9635,245.1314,17.0760,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,14,0.119792,2.06167,245.1314,17.9298,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,15,0.119792,2.15984,245.1314,18.7836,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,16,0.119792,2.25802,245.1314,19.6374,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,17,0.119792,2.35619,245.1314,20.4912,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,18,0.119792,2.45437,245.1314,21.3450,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,19,0.119792,2.55254,245.1314,22.1988,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,20,0.119792,2.65072,245.1314,23.0527,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,21,0.119792,2.74889,245.1314,23.9065,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,22,0.119792,2.84707,245.1314,24.7603,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,23,0.119792,2.94524,245.1314,25.6141,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,24,0.119792,3.04342,245.1314,26.4679,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
14,25,0.119792,3.14159,245.1314,27.3217,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,1,0.127083,0.785398,260.0525,6.8304,100,50,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
15,2,0.127083,0.883573,260.0525,7.6842,104,52,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
15,3,0.127083,0.981748,260.0525,8.5380,104,52,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
15,4,0.127083,1.07992,260.0525,9.3918,106,53,13,1,66.0,Cyc11a,1,Cyc32,1,Cyc11a,1,1
15,5,0.127083,1.1781,260.0525,10.2456,112,56,13,1,73.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
15,6,0.127083,1.27627,260.0525,11.0994,114,57,13,1,74.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,7,0.127083,1.37445,260.0525,11.9532,116,58,13,1,75.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,8,0.127083,1.47262,260.0525,12.8070,116,58,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,9,0.127083,1.5708,260.0525,13.6608,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,10,0.127083,1.66897,260.0525,14.5146,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,11,0.127083,1.76715,260.0525,15.3684,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,12,0.127083,1.86532,260.0525,16.2222,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,13,0.127083,1.9635,260.0525,17.0760,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,14,0.127083,2.06167,260.0525,17.9298,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,15,0.127083,2.15984,260.0525,18.7836,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,16,0.127083,2.25802,260.0525,19.6374,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,17,0.127083,2.35619,260.0525,20.4912,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,18,0.127083,2.45437,260.0525,21.3450,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,19,0.127083,2.55254,260.0525,22.1988,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,20,0.127083,2.65072,260.0525,23.0527,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,21,0.127083,2.74889,260.0525,23.9065,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,22,0.127083,2.84707,260.0525,24.7603,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,23,0.127083,2.94524,260.0525,25.6141,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,24,0.127083,3.04342,260.0525,26.4679,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
15,25,0.127083,3.14159,260.0525,27.3217,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,1,0.134375,0.785398,274.9735,6.8304,104,52,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
16,2,0.134375,0.883573,274.9735,7.6842,106,53,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
16,3,0.134375,0.981748,274.9735,8.5380,110,55,13,1,73.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
16,4,0.134375,1.07992,274.9735,9.3918,116,58,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
16,5,0.134375,1.1781,274.9735,10.2456,116,58,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
16,6,0.134375,1.27627,274.9735,11.0994,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,7,0.134375,1.37445,274.9735,11.9532,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,8,0.134375,1.47262,274.9735,12.8070,118,59,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,9,0.134375,1.5708,274.9735,13.6608,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,10,0.134375,1.66897,274.9735,14.5146,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,11,0.134375,1.76715,274.9735,15.3684,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,12,0.134375,1.86532,274.9735,16.2222,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,13,0.134375,1.9635,274.9735,17.0760,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,14,0.134375,2.06167,274.9735,17.9298,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,15,0.134375,2.15984,274.9735,18.7836,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,16,0.134375,2.25802,274.9735,19.6374,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,17,0.134375,2.35619,274.9735,20.4912,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,18,0.134375,2.45437,274.9735,21.3450,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,19,0.134375,2.55254,274.9735,22.1988,120,60,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,20,0.134375,2.65072,274.9735,23.0527,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,21,0.134375,2.74889,274.9735,23.9065,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,22,0.134375,2.84707,274.9735,24.7603,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,23,0.134375,2.94524,274.9735,25.6141,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,24,0.134375,3.04342,274.9735,26.4679,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
16,25,0.134375,3.14159,274.9735,27.3217,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,1,0.141667,0.785398,289.8946,6.8304,108,54,12,0,65.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
17,2,0.141667,0.883573,289.8946,7.6842,112,56,13,1,73.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
17,3,0.141667,0.981748,289.8946,8.5380,114,57,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
17,4,0.141667,1.07992,289.8946,9.3918,118,59,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
17,5,0.141667,1.1781,289.8946,10.2456,120,60,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
17,6,0.141667,1.27627,289.8946,11.0994,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,7,0.141667,1.37445,289.8946,11.9532,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,8,0.141667,1.47262,289.8946,12.8070,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,9,0.141667,1.5708,289.8946,13.6608,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,10,0.141667,1.66897,289.8946,14.5146,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,11,0.141667,1.76715,289.8946,15.3684,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,12,0.141667,1.86532,289.8946,16.2222,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,13,0.141667,1.9635,289.8946,17.0760,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,14,0.141667,2.06167,289.8946,17.9298,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,15,0.141667,2.15984,289.8946,18.7836,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,16,0.141667,2.25802,289.8946,19.6374,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,17,0.141667,2.35619,289.8946,20.4912,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,18,0.141667,2.45437,289.8946,21.3450,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,19,0.141667,2.55254,289.8946,22.1988,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,20,0.141667,2.65072,289.8946,23.0527,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,21,0.141667,2.74889,289.8946,23.9065,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,22,0.141667,2.84707,289.8946,24.7603,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,23,0.141667,2.94524,289.8946,25.6141,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,24,0.141667,3.04342,289.8946,26.4679,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
17,25,0.141667,3.14159,289.8946,27.3217,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,1,0.148958,0.785398,304.8156,6.8304,112,56,13,1,68.0,Cyc11a,1,Cyc32,1,Cyc11a,1,1
18,2,0.148958,0.883573,304.8156,7.6842,116,58,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
18,3,0.148958,0.981748,304.8156,8.5380,116,58,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
18,4,0.148958,1.07992,304.8156,9.3918,118,59,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
18,5,0.148958,1.1781,304.8156,10.2456,120,60,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
18,6,0.148958,1.27627,304.8156,11.0994,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,7,0.148958,1.37445,304.8156,11.9532,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,8,0.148958,1.47262,304.8156,12.8070,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,9,0.148958,1.5708,304.8156,13.6608,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,10,0.148958,1.66897,304.8156,14.5146,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,11,0.148958,1.76715,304.8156,15.3684,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,12,0.148958,1.86532,304.8156,16.2222,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,13,0.148958,1.9635,304.8156,17.0760,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,14,0.148958,2.06167,304.8156,17.9298,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,15,0.148958,2.15984,304.8156,18.7836,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,16,0.148958,2.25802,304.8156,19.6374,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,17,0.148958,2.35619,304.8156,20.4912,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,18,0.148958,2.45437,304.8156,21.3450,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,19,0.148958,2.55254,304.8156,22.1988,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,20,0.148958,2.65072,304.8156,23.0527,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,21,0.148958,2.74889,304.8156,23.9065,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,22,0.148958,2.84707,304.8156,24.7603,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,23,0.148958,2.94524,304.8156,25.6141,132,66,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,24,0.148958,3.04342,304.8156,26.4679,132,66,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
18,25,0.148958,3.14159,304.8156,27.3217,132,66,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,1,0.15625,0.785398,319.7367,6.8304,114,57,13,1,74.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
19,2,0.15625,0.883573,319.7367,7.6842,116,58,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
19,3,0.15625,0.981748,319.7367,8.5380,116,58,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
19,4,0.15625,1.07992,319.7367,9.3918,118,59,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
19,5,0.15625,1.1781,319.7367,10.2456,120,60,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
19,6,0.15625,1.27627,319.7367,11.0994,120,60,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,7,0.15625,1.37445,319.7367,11.9532,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,8,0.15625,1.47262,319.7367,12.8070,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,9,0.15625,1.5708,319.7367,13.6608,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,10,0.15625,1.66897,319.7367,14.5146,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,11,0.15625,1.76715,319.7367,15.3684,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,12,0.15625,1.86532,319.7367,16.2222,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,13,0.15625,1.9635,319.7367,17.0760,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,14,0.15625,2.06167,319.7367,17.9298,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,15,0.15625,2.15984,319.7367,18.7836,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,16,0.15625,2.25802,319.7367,19.6374,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,17,0.15625,2.35619,319.7367,20.4912,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,18,0.15625,2.45437,319.7367,21.3450,122,61,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,19,0.15625,2.55254,319.7367,22.1988,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,20,0.15625,2.65072,319.7367,23.0527,134,67,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,21,0.15625,2.74889,319.7367,23.9065,134,67,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,22,0.15625,2.84707,319.7367,24.7603,134,67,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,23,0.15625,2.94524,319.7367,25.6141,134,67,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,24,0.15625,3.04342,319.7367,26.4679,134,67,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
19,25,0.15625,3.14159,319.7367,27.3217,136,68,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,1,0.163542,0.785398,334.6577,6.8304,118,59,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
20,2,0.163542,0.883573,334.6577,7.6842,118,59,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
20,3,0.163542,0.981748,334.6577,8.5380,120,60,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
20,4,0.163542,1.07992,334.6577,9.3918,120,60,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
20,5,0.163542,1.1781,334.6577,10.2456,122,61,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
20,6,0.163542,1.27627,334.6577,11.0994,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,7,0.163542,1.37445,334.6577,11.9532,124,62,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,8,0.163542,1.47262,334.6577,12.8070,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,9,0.163542,1.5708,334.6577,13.6608,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,10,0.163542,1.66897,334.6577,14.5146,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,11,0.163542,1.76715,334.6577,15.3684,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,12,0.163542,1.86532,334.6577,16.2222,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,13,0.163542,1.9635,334.6577,17.0760,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,14,0.163542,2.06167,334.6577,17.9298,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,15,0.163542,2.15984,334.6577,18.7836,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,16,0.163542,2.25802,334.6577,19.6374,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,17,0.163542,2.35619,334.6577,20.4912,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,18,0.163542,2.45437,334.6577,21.3450,126,63,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,19,0.163542,2.55254,334.6577,22.1988,134,67,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,20,0.163542,2.65072,334.6577,23.0527,136,68,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,21,0.163542,2.74889,334.6577,23.9065,136,68,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,22,0.163542,2.84707,334.6577,24.7603,136,68,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,23,0.163542,2.94524,334.6577,25.6141,138,69,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,24,0.163542,3.04342,334.6577,26.4679,138,69,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
20,25,0.163542,3.14159,334.6577,27.3217,140,70,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,1,0.170833,0.785398,349.5787,6.8304,118,59,13,1,75.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
21,2,0.170833,0.883573,349.5787,7.6842,118,59,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
21,3,0.170833,0.981748,349.5787,8.5380,120,60,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
21,4,0.170833,1.07992,349.5787,9.3918,122,61,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
21,5,0.170833,1.1781,349.5787,10.2456,122,61,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
21,6,0.170833,1.27627,349.5787,11.0994,122,61,13,1,76.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,7,0.170833,1.37445,349.5787,11.9532,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,8,0.170833,1.47262,349.5787,12.8070,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,9,0.170833,1.5708,349.5787,13.6608,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,10,0.170833,1.66897,349.5787,14.5146,124,62,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,11,0.170833,1.76715,349.5787,15.3684,128,64,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,12,0.170833,1.86532,349.5787,16.2222,128,64,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,13,0.170833,1.9635,349.5787,17.0760,128,64,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,14,0.170833,2.06167,349.5787,17.9298,128,64,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,15,0.170833,2.15984,349.5787,18.7836,128,64,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,16,0.170833,2.25802,349.5787,19.6374,128,64,13,1,77.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,17,0.170833,2.35619,349.5787,20.4912,128,64,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,18,0.170833,2.45437,349.5787,21.3450,132,66,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,19,0.170833,2.55254,349.5787,22.1988,138,69,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,20,0.170833,2.65072,349.5787,23.0527,138,69,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,21,0.170833,2.74889,349.5787,23.9065,138,69,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,22,0.170833,2.84707,349.5787,24.7603,140,70,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,23,0.170833,2.94524,349.5787,25.6141,140,70,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,24,0.170833,3.04342,349.5787,26.4679,140,70,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
21,25,0.170833,3.14159,349.5787,27.3217,140,70,13,1,78.0,Cyc32,1,Cyc32,1,Cyc32,1,0
22,1,0.178125,0.785398,364.4998,6.8304,118,59,13,1,76.0,Cyc11a,1,Cyc32,1,Cyc11a,1,0
